Region,Age,DM,Gender,Smoke,CHOL,Risk,SBP
Central Europe,70-74,Yes,M,Non-smoker,5-5.9,31,120-139
Central Europe,70-74,Yes,M,Non-smoker,5-5.9,25,<120
Central Europe,65-69,Yes,M,Non-smoker,5-5.9,46,>=180
Central Europe,65-69,Yes,M,Non-smoker,5-5.9,37,160-179
Central Europe,65-69,Yes,M,Non-smoker,5-5.9,30,140-159
Central Europe,65-69,Yes,M,Non-smoker,5-5.9,24,120-139
Central Europe,65-69,Yes,M,Non-smoker,5-5.9,18,<120
Central Europe,60-64,Yes,M,Non-smoker,5-5.9,39,>=180
Central Europe,60-64,Yes,M,Non-smoker,5-5.9,30,160-179
Central Europe,60-64,Yes,M,Non-smoker,5-5.9,23,140-159
Central Europe,60-64,Yes,M,Non-smoker,5-5.9,18,120-139
Central Europe,60-64,Yes,M,Non-smoker,5-5.9,14,<120
Central Europe,55-59,Yes,M,Non-smoker,5-5.9,32,>=180
Central Europe,55-59,Yes,M,Non-smoker,5-5.9,24,160-179
Central Europe,55-59,Yes,M,Non-smoker,5-5.9,18,140-159
Central Europe,55-59,Yes,M,Non-smoker,5-5.9,14,120-139
Central Europe,55-59,Yes,M,Non-smoker,5-5.9,10,<120
Central Europe,50-54,Yes,M,Non-smoker,5-5.9,27,>=180
Central Europe,50-54,Yes,M,Non-smoker,5-5.9,20,160-179
Central Europe,50-54,Yes,M,Non-smoker,5-5.9,14,140-159
Central Europe,50-54,Yes,M,Non-smoker,5-5.9,10,120-139
Central Europe,50-54,Yes,M,Non-smoker,5-5.9,7,<120
Central Europe,45-49,Yes,M,Non-smoker,5-5.9,22,>=180
Central Europe,45-49,Yes,M,Non-smoker,5-5.9,16,160-179
Central Europe,45-49,Yes,M,Non-smoker,5-5.9,11,140-159
Central Europe,45-49,Yes,M,Non-smoker,5-5.9,8,120-139
Central Europe,45-49,Yes,M,Non-smoker,5-5.9,5,<120
Central Europe,40-44,Yes,M,Non-smoker,5-5.9,18,>=180
Central Europe,40-44,Yes,M,Non-smoker,5-5.9,12,160-179
Central Europe,40-44,Yes,M,Non-smoker,5-5.9,8,140-159
Central Europe,40-44,Yes,M,Non-smoker,5-5.9,6,120-139
Central Europe,40-44,Yes,M,Non-smoker,5-5.9,4,<120
Eastern Europe,70-74,No,M,Non-smoker,5-5.9,41,>=180
Eastern Europe,70-74,No,M,Non-smoker,5-5.9,36,160-179
Eastern Europe,70-74,No,M,Non-smoker,5-5.9,30,140-159
Eastern Europe,70-74,No,M,Non-smoker,5-5.9,26,120-139
Eastern Europe,70-74,No,M,Non-smoker,5-5.9,22,<120
Eastern Europe,65-69,No,M,Non-smoker,5-5.9,34,>=180
Eastern Europe,65-69,No,M,Non-smoker,5-5.9,29,160-179
Eastern Europe,65-69,No,M,Non-smoker,5-5.9,24,140-159
Eastern Europe,65-69,No,M,Non-smoker,5-5.9,20,120-139
Eastern Europe,65-69,No,M,Non-smoker,5-5.9,16,<120
Eastern Europe,60-64,No,M,Non-smoker,5-5.9,28,>=180
Eastern Europe,60-64,No,M,Non-smoker,5-5.9,23,160-179
Eastern Europe,60-64,No,M,Non-smoker,5-5.9,19,140-159
Eastern Europe,60-64,No,M,Non-smoker,5-5.9,15,120-139
Eastern Europe,60-64,No,M,Non-smoker,5-5.9,12,<120
Eastern Europe,55-59,No,M,Non-smoker,5-5.9,23,>=180
Eastern Europe,55-59,No,M,Non-smoker,5-5.9,18,160-179
Eastern Europe,55-59,No,M,Non-smoker,5-5.9,15,140-159
Eastern Europe,55-59,No,M,Non-smoker,5-5.9,12,120-139
Eastern Europe,55-59,No,M,Non-smoker,5-5.9,9,<120
Eastern Europe,50-54,No,M,Non-smoker,5-5.9,18,>=180
Eastern Europe,50-54,No,M,Non-smoker,5-5.9,14,160-179
Eastern Europe,50-54,No,M,Non-smoker,5-5.9,11,140-159
Eastern Europe,50-54,No,M,Non-smoker,5-5.9,9,120-139
Eastern Europe,50-54,No,M,Non-smoker,5-5.9,7,<120
Eastern Europe,45-49,No,M,Non-smoker,5-5.9,15,>=180
Eastern Europe,45-49,No,M,Non-smoker,5-5.9,11,160-179
Eastern Europe,45-49,No,M,Non-smoker,5-5.9,9,140-159
Eastern Europe,45-49,No,M,Non-smoker,5-5.9,7,120-139
Eastern Europe,45-49,No,M,Non-smoker,5-5.9,5,<120
Eastern Europe,40-44,No,M,Non-smoker,5-5.9,12,>=180
Eastern Europe,40-44,No,M,Non-smoker,5-5.9,9,160-179
Eastern Europe,40-44,No,M,Non-smoker,5-5.9,7,140-159
Eastern Europe,40-44,No,M,Non-smoker,5-5.9,5,120-139
Eastern Europe,40-44,No,M,Non-smoker,5-5.9,4,<120
Eastern Europe,70-74,Yes,M,Non-smoker,5-5.9,52,>=180
Eastern Europe,70-74,Yes,M,Non-smoker,5-5.9,45,160-179
Eastern Europe,70-74,Yes,M,Non-smoker,5-5.9,39,140-159
Eastern Europe,70-74,Yes,M,Non-smoker,5-5.9,34,120-139
Eastern Europe,70-74,Yes,M,Non-smoker,5-5.9,29,<120
Eastern Europe,65-69,Yes,M,Non-smoker,5-5.9,46,>=180
Eastern Europe,65-69,Yes,M,Non-smoker,5-5.9,39,160-179
Eastern Europe,65-69,Yes,M,Non-smoker,5-5.9,33,140-159
Eastern Europe,65-69,Yes,M,Non-smoker,5-5.9,28,120-139
Eastern Europe,65-69,Yes,M,Non-smoker,5-5.9,23,<120
Eastern Europe,60-64,Yes,M,Non-smoker,5-5.9,40,>=180
Eastern Europe,60-64,Yes,M,Non-smoker,5-5.9,33,160-179
Eastern Europe,60-64,Yes,M,Non-smoker,5-5.9,28,140-159
Eastern Europe,60-64,Yes,M,Non-smoker,5-5.9,23,120-139
Eastern Europe,60-64,Yes,M,Non-smoker,5-5.9,19,<120
Eastern Europe,55-59,Yes,M,Non-smoker,5-5.9,35,>=180
Eastern Europe,55-59,Yes,M,Non-smoker,5-5.9,28,160-179
Eastern Europe,55-59,Yes,M,Non-smoker,5-5.9,23,140-159
Eastern Europe,55-59,Yes,M,Non-smoker,5-5.9,18,120-139
Eastern Europe,55-59,Yes,M,Non-smoker,5-5.9,15,<120
Eastern Europe,50-54,Yes,M,Non-smoker,5-5.9,30,>=180
Eastern Europe,50-54,Yes,M,Non-smoker,5-5.9,24,160-179
Eastern Europe,50-54,Yes,M,Non-smoker,5-5.9,19,140-159
Eastern Europe,50-54,Yes,M,Non-smoker,5-5.9,15,120-139
Eastern Europe,50-54,Yes,M,Non-smoker,5-5.9,12,<120
Eastern Europe,45-49,Yes,M,Non-smoker,5-5.9,26,>=180
Eastern Europe,45-49,Yes,M,Non-smoker,5-5.9,20,160-179
Eastern Europe,45-49,Yes,M,Non-smoker,5-5.9,16,140-159
Eastern Europe,45-49,Yes,M,Non-smoker,5-5.9,12,120-139
Eastern Europe,45-49,Yes,M,Non-smoker,5-5.9,9,<120
Eastern Europe,40-44,Yes,M,Non-smoker,5-5.9,22,>=180
Eastern Europe,40-44,Yes,M,Non-smoker,5-5.9,17,160-179
Eastern Europe,40-44,Yes,M,Non-smoker,5-5.9,13,140-159
Eastern Europe,40-44,Yes,M,Non-smoker,5-5.9,10,120-139
Eastern Europe,40-44,Yes,M,Non-smoker,5-5.9,7,<120
Oceania,70-74,No,M,Non-smoker,5-5.9,28,>=180
Oceania,70-74,No,M,Non-smoker,5-5.9,23,160-179
Oceania,70-74,No,M,Non-smoker,5-5.9,19,140-159
Oceania,70-74,No,M,Non-smoker,5-5.9,16,120-139
Oceania,70-74,No,M,Non-smoker,5-5.9,14,<120
Oceania,65-69,No,M,Non-smoker,5-5.9,23,>=180
Oceania,65-69,No,M,Non-smoker,5-5.9,19,160-179
Oceania,65-69,No,M,Non-smoker,5-5.9,15,140-159
Oceania,65-69,No,M,Non-smoker,5-5.9,12,120-139
Oceania,65-69,No,M,Non-smoker,5-5.9,10,<120
Oceania,60-64,No,M,Non-smoker,5-5.9,18,>=180
Oceania,60-64,No,M,Non-smoker,5-5.9,15,160-179
Oceania,60-64,No,M,Non-smoker,5-5.9,12,140-159
Oceania,60-64,No,M,Non-smoker,5-5.9,9,120-139
Oceania,60-64,No,M,Non-smoker,5-5.9,7,<120
Oceania,55-59,No,M,Non-smoker,5-5.9,15,>=180
Oceania,55-59,No,M,Non-smoker,5-5.9,12,160-179
Oceania,55-59,No,M,Non-smoker,5-5.9,9,140-159
Oceania,55-59,No,M,Non-smoker,5-5.9,7,120-139
Oceania,55-59,No,M,Non-smoker,5-5.9,6,<120
Oceania,50-54,No,M,Non-smoker,5-5.9,12,>=180
Oceania,50-54,No,M,Non-smoker,5-5.9,9,160-179
Oceania,50-54,No,M,Non-smoker,5-5.9,7,140-159
Oceania,50-54,No,M,Non-smoker,5-5.9,5,120-139
Oceania,50-54,No,M,Non-smoker,5-5.9,4,<120
Oceania,45-49,No,M,Non-smoker,5-5.9,10,>=180
Oceania,45-49,No,M,Non-smoker,5-5.9,7,160-179
Oceania,45-49,No,M,Non-smoker,5-5.9,5,140-159
Oceania,45-49,No,M,Non-smoker,5-5.9,4,120-139
Oceania,45-49,No,M,Non-smoker,5-5.9,3,<120
Oceania,40-44,No,M,Non-smoker,5-5.9,8,>=180
Oceania,40-44,No,M,Non-smoker,5-5.9,6,160-179
Oceania,40-44,No,M,Non-smoker,5-5.9,4,140-159
Oceania,40-44,No,M,Non-smoker,5-5.9,3,120-139
Oceania,40-44,No,M,Non-smoker,5-5.9,2,<120
Oceania,70-74,Yes,M,Non-smoker,5-5.9,35,>=180
Oceania,70-74,Yes,M,Non-smoker,5-5.9,30,160-179
Oceania,70-74,Yes,M,Non-smoker,5-5.9,25,140-159
Oceania,70-74,Yes,M,Non-smoker,5-5.9,21,120-139
Oceania,70-74,Yes,M,Non-smoker,5-5.9,18,<120
Oceania,65-69,Yes,M,Non-smoker,5-5.9,30,>=180
Oceania,65-69,Yes,M,Non-smoker,5-5.9,25,160-179
Oceania,65-69,Yes,M,Non-smoker,5-5.9,21,140-159
Oceania,65-69,Yes,M,Non-smoker,5-5.9,17,120-139
Oceania,65-69,Yes,M,Non-smoker,5-5.9,14,<120
Oceania,60-64,Yes,M,Non-smoker,5-5.9,26,>=180
Oceania,60-64,Yes,M,Non-smoker,5-5.9,21,160-179
Oceania,60-64,Yes,M,Non-smoker,5-5.9,17,140-159
Oceania,60-64,Yes,M,Non-smoker,5-5.9,14,120-139
Oceania,60-64,Yes,M,Non-smoker,5-5.9,11,<120
Oceania,55-59,Yes,M,Non-smoker,5-5.9,23,>=180
Oceania,55-59,Yes,M,Non-smoker,5-5.9,18,160-179
Oceania,55-59,Yes,M,Non-smoker,5-5.9,14,140-159
Oceania,55-59,Yes,M,Non-smoker,5-5.9,11,120-139
Oceania,55-59,Yes,M,Non-smoker,5-5.9,9,<120
Oceania,50-54,Yes,M,Non-smoker,5-5.9,20,>=180
Oceania,50-54,Yes,M,Non-smoker,5-5.9,15,160-179
Oceania,50-54,Yes,M,Non-smoker,5-5.9,12,140-159
Oceania,50-54,Yes,M,Non-smoker,5-5.9,9,120-139
Oceania,50-54,Yes,M,Non-smoker,5-5.9,7,<120
Oceania,45-49,Yes,M,Non-smoker,5-5.9,17,>=180
Oceania,45-49,Yes,M,Non-smoker,5-5.9,13,160-179
Oceania,45-49,Yes,M,Non-smoker,5-5.9,10,140-159
Oceania,45-49,Yes,M,Non-smoker,5-5.9,7,120-139
Oceania,45-49,Yes,M,Non-smoker,5-5.9,5,<120
Oceania,40-44,Yes,M,Non-smoker,5-5.9,15,>=180
Oceania,40-44,Yes,M,Non-smoker,5-5.9,11,160-179
Oceania,40-44,Yes,M,Non-smoker,5-5.9,8,140-159
Oceania,40-44,Yes,M,Non-smoker,5-5.9,6,120-139
Oceania,40-44,Yes,M,Non-smoker,5-5.9,4,<120
Australasia,70-74,No,M,Non-smoker,5-5.9,31,>=180
Australasia,70-74,No,M,Non-smoker,5-5.9,26,160-179
Australasia,70-74,No,M,Non-smoker,5-5.9,22,140-159
Australasia,70-74,No,M,Non-smoker,5-5.9,18,120-139
Australasia,70-74,No,M,Non-smoker,5-5.9,15,<120
Australasia,65-69,No,M,Non-smoker,5-5.9,25,>=180
Australasia,65-69,No,M,Non-smoker,5-5.9,21,160-179
Australasia,65-69,No,M,Non-smoker,5-5.9,17,140-159
Australasia,65-69,No,M,Non-smoker,5-5.9,14,120-139
Australasia,65-69,No,M,Non-smoker,5-5.9,11,<120
Australasia,60-64,No,M,Non-smoker,5-5.9,20,>=180
Australasia,60-64,No,M,Non-smoker,5-5.9,16,160-179
Australasia,60-64,No,M,Non-smoker,5-5.9,13,140-159
Australasia,60-64,No,M,Non-smoker,5-5.9,11,120-139
Australasia,60-64,No,M,Non-smoker,5-5.9,8,<120
Australasia,55-59,No,M,Non-smoker,5-5.9,16,>=180
Australasia,55-59,No,M,Non-smoker,5-5.9,13,160-179
Australasia,55-59,No,M,Non-smoker,5-5.9,10,140-159
Australasia,55-59,No,M,Non-smoker,5-5.9,8,120-139
Australasia,55-59,No,M,Non-smoker,5-5.9,6,<120
Australasia,50-54,No,M,Non-smoker,5-5.9,13,>=180
Australasia,50-54,No,M,Non-smoker,5-5.9,10,160-179
Australasia,50-54,No,M,Non-smoker,5-5.9,8,140-159
Australasia,50-54,No,M,Non-smoker,5-5.9,6,120-139
Australasia,50-54,No,M,Non-smoker,5-5.9,5,<120
Australasia,45-49,No,M,Non-smoker,5-5.9,10,>=180
Australasia,45-49,No,M,Non-smoker,5-5.9,8,160-179
Australasia,45-49,No,M,Non-smoker,5-5.9,6,140-159
Australasia,45-49,No,M,Non-smoker,5-5.9,4,120-139
Australasia,45-49,No,M,Non-smoker,5-5.9,3,<120
Australasia,40-44,No,M,Non-smoker,5-5.9,8,>=180
Australasia,40-44,No,M,Non-smoker,5-5.9,6,160-179
Australasia,40-44,No,M,Non-smoker,5-5.9,4,140-159
Australasia,40-44,No,M,Non-smoker,5-5.9,3,120-139
Australasia,40-44,No,M,Non-smoker,5-5.9,3,<120
Australasia,70-74,Yes,M,Non-smoker,5-5.9,40,>=180
Australasia,70-74,Yes,M,Non-smoker,5-5.9,34,160-179
Australasia,70-74,Yes,M,Non-smoker,5-5.9,29,140-159
Australasia,70-74,Yes,M,Non-smoker,5-5.9,25,120-139
Australasia,70-74,Yes,M,Non-smoker,5-5.9,21,<120
Australasia,65-69,Yes,M,Non-smoker,5-5.9,35,>=180
Australasia,65-69,Yes,M,Non-smoker,5-5.9,29,160-179
Australasia,65-69,Yes,M,Non-smoker,5-5.9,24,140-159
Australasia,65-69,Yes,M,Non-smoker,5-5.9,20,120-139
Australasia,65-69,Yes,M,Non-smoker,5-5.9,17,<120
Australasia,60-64,Yes,M,Non-smoker,5-5.9,30,>=180
Australasia,60-64,Yes,M,Non-smoker,5-5.9,24,160-179
Australasia,60-64,Yes,M,Non-smoker,5-5.9,20,140-159
Australasia,60-64,Yes,M,Non-smoker,5-5.9,16,120-139
Australasia,60-64,Yes,M,Non-smoker,5-5.9,13,<120
Australasia,55-59,Yes,M,Non-smoker,5-5.9,25,>=180
Australasia,55-59,Yes,M,Non-smoker,5-5.9,20,160-179
Australasia,55-59,Yes,M,Non-smoker,5-5.9,16,140-159
Australasia,55-59,Yes,M,Non-smoker,5-5.9,13,120-139
Australasia,55-59,Yes,M,Non-smoker,5-5.9,10,<120
Australasia,50-54,Yes,M,Non-smoker,5-5.9,22,>=180
Australasia,50-54,Yes,M,Non-smoker,5-5.9,17,160-179
Australasia,50-54,Yes,M,Non-smoker,5-5.9,13,140-159
Australasia,50-54,Yes,M,Non-smoker,5-5.9,10,120-139
Australasia,50-54,Yes,M,Non-smoker,5-5.9,8,<120
Australasia,45-49,Yes,M,Non-smoker,5-5.9,18,>=180
Australasia,45-49,Yes,M,Non-smoker,5-5.9,14,160-179
Australasia,45-49,Yes,M,Non-smoker,5-5.9,11,140-159
Australasia,45-49,Yes,M,Non-smoker,5-5.9,8,120-139
Australasia,45-49,Yes,M,Non-smoker,5-5.9,6,<120
Australasia,40-44,Yes,M,Non-smoker,5-5.9,15,>=180
Australasia,40-44,Yes,M,Non-smoker,5-5.9,12,160-179
Australasia,40-44,Yes,M,Non-smoker,5-5.9,9,140-159
Australasia,40-44,Yes,M,Non-smoker,5-5.9,7,120-139
Australasia,40-44,Yes,M,Non-smoker,5-5.9,5,<120
North Afrika and Middle East,70-74,No,M,Non-smoker,6.6.9,46,>=180
North Afrika and Middle East,70-74,No,M,Non-smoker,6.6.9,40,160-179
North Afrika and Middle East,70-74,No,M,Non-smoker,6.6.9,34,140-159
North Afrika and Middle East,70-74,No,M,Non-smoker,6.6.9,28,120-139
North Afrika and Middle East,70-74,No,M,Non-smoker,6.6.9,24,<120
North Afrika and Middle East,65-69,No,M,Non-smoker,6.6.9,38,>=180
North Afrika and Middle East,65-69,No,M,Non-smoker,6.6.9,32,160-179
North Afrika and Middle East,65-69,No,M,Non-smoker,6.6.9,26,140-159
North Afrika and Middle East,65-69,No,M,Non-smoker,6.6.9,22,120-139
North Afrika and Middle East,65-69,No,M,Non-smoker,6.6.9,18,<120
North Afrika and Middle East,60-64,No,M,Non-smoker,6.6.9,31,>=180
North Afrika and Middle East,60-64,No,M,Non-smoker,6.6.9,25,160-179
North Afrika and Middle East,60-64,No,M,Non-smoker,6.6.9,20,140-159
North Afrika and Middle East,60-64,No,M,Non-smoker,6.6.9,16,120-139
North Afrika and Middle East,60-64,No,M,Non-smoker,6.6.9,13,<120
North Afrika and Middle East,55-59,No,M,Non-smoker,6.6.9,25,>=180
North Afrika and Middle East,55-59,No,M,Non-smoker,6.6.9,20,160-179
North Afrika and Middle East,55-59,No,M,Non-smoker,6.6.9,16,140-159
North Afrika and Middle East,55-59,No,M,Non-smoker,6.6.9,12,120-139
North Afrika and Middle East,55-59,No,M,Non-smoker,6.6.9,10,<120
North Afrika and Middle East,50-54,No,M,Non-smoker,6.6.9,20,>=180
North Afrika and Middle East,50-54,No,M,Non-smoker,6.6.9,16,160-179
North Afrika and Middle East,50-54,No,M,Non-smoker,6.6.9,12,140-159
North Afrika and Middle East,50-54,No,M,Non-smoker,6.6.9,9,120-139
North Afrika and Middle East,50-54,No,M,Non-smoker,6.6.9,7,<120
North Afrika and Middle East,45-49,No,M,Non-smoker,6.6.9,16,>=180
North Afrika and Middle East,45-49,No,M,Non-smoker,6.6.9,12,160-179
North Afrika and Middle East,45-49,No,M,Non-smoker,6.6.9,9,140-159
North Afrika and Middle East,45-49,No,M,Non-smoker,6.6.9,7,120-139
North Afrika and Middle East,45-49,No,M,Non-smoker,6.6.9,5,<120
North Afrika and Middle East,40-44,No,M,Non-smoker,6.6.9,13,>=180
North Afrika and Middle East,40-44,No,M,Non-smoker,6.6.9,9,160-179
North Afrika and Middle East,40-44,No,M,Non-smoker,6.6.9,7,140-159
North Afrika and Middle East,40-44,No,M,Non-smoker,6.6.9,5,120-139
North Afrika and Middle East,40-44,No,M,Non-smoker,6.6.9,4,<120
North Afrika and Middle East,70-74,Yes,M,Non-smoker,6.6.9,59,>=180
North Afrika and Middle East,70-74,Yes,M,Non-smoker,6.6.9,52,160-179
North Afrika and Middle East,70-74,Yes,M,Non-smoker,6.6.9,44,140-159
North Afrika and Middle East,70-74,Yes,M,Non-smoker,6.6.9,38,120-139
North Afrika and Middle East,70-74,Yes,M,Non-smoker,6.6.9,32,<120
North Afrika and Middle East,65-69,Yes,M,Non-smoker,6.6.9,52,>=180
North Afrika and Middle East,65-69,Yes,M,Non-smoker,6.6.9,45,160-179
North Afrika and Middle East,65-69,Yes,M,Non-smoker,6.6.9,37,140-159
North Afrika and Middle East,65-69,Yes,M,Non-smoker,6.6.9,31,120-139
North Afrika and Middle East,65-69,Yes,M,Non-smoker,6.6.9,26,<120
North Afrika and Middle East,60-64,Yes,M,Non-smoker,6.6.9,46,>=180
North Afrika and Middle East,60-64,Yes,M,Non-smoker,6.6.9,38,160-179
North Afrika and Middle East,60-64,Yes,M,Non-smoker,6.6.9,31,140-159
North Afrika and Middle East,60-64,Yes,M,Non-smoker,6.6.9,25,120-139
North Afrika and Middle East,60-64,Yes,M,Non-smoker,6.6.9,21,<120
North Afrika and Middle East,55-59,Yes,M,Non-smoker,6.6.9,40,>=180
North Afrika and Middle East,55-59,Yes,M,Non-smoker,6.6.9,32,160-179
North Afrika and Middle East,55-59,Yes,M,Non-smoker,6.6.9,26,140-159
North Afrika and Middle East,55-59,Yes,M,Non-smoker,6.6.9,21,120-139
North Afrika and Middle East,55-59,Yes,M,Non-smoker,6.6.9,16,<120
North Afrika and Middle East,50-54,Yes,M,Non-smoker,6.6.9,34,>=180
North Afrika and Middle East,50-54,Yes,M,Non-smoker,6.6.9,27,160-179
North Afrika and Middle East,50-54,Yes,M,Non-smoker,6.6.9,21,140-159
North Afrika and Middle East,50-54,Yes,M,Non-smoker,6.6.9,16,120-139
North Afrika and Middle East,50-54,Yes,M,Non-smoker,6.6.9,13,<120
North Afrika and Middle East,45-49,Yes,M,Non-smoker,6.6.9,30,>=180
North Afrika and Middle East,45-49,Yes,M,Non-smoker,6.6.9,23,160-179
North Afrika and Middle East,45-49,Yes,M,Non-smoker,6.6.9,17,140-159
North Afrika and Middle East,45-49,Yes,M,Non-smoker,6.6.9,13,120-139
North Afrika and Middle East,45-49,Yes,M,Non-smoker,6.6.9,10,<120
North Afrika and Middle East,40-44,Yes,M,Non-smoker,6.6.9,25,>=180
North Afrika and Middle East,40-44,Yes,M,Non-smoker,6.6.9,19,160-179
North Afrika and Middle East,40-44,Yes,M,Non-smoker,6.6.9,14,140-159
North Afrika and Middle East,40-44,Yes,M,Non-smoker,6.6.9,10,120-139
North Afrika and Middle East,40-44,Yes,M,Non-smoker,6.6.9,8,<120
Central Sub-Saharan Africa,70-74,No,M,Non-smoker,6.6.9,30,>=180
Central Sub-Saharan Africa,70-74,No,M,Non-smoker,6.6.9,25,160-179
Central Sub-Saharan Africa,70-74,No,M,Non-smoker,6.6.9,21,140-159
Central Sub-Saharan Africa,70-74,No,M,Non-smoker,6.6.9,17,120-139
Central Sub-Saharan Africa,70-74,No,M,Non-smoker,6.6.9,14,<120
Central Sub-Saharan Africa,65-69,No,M,Non-smoker,6.6.9,24,>=180
Central Sub-Saharan Africa,65-69,No,M,Non-smoker,6.6.9,19,160-179
Central Sub-Saharan Africa,65-69,No,M,Non-smoker,6.6.9,16,140-159
Central Sub-Saharan Africa,65-69,No,M,Non-smoker,6.6.9,13,120-139
Central Sub-Saharan Africa,65-69,No,M,Non-smoker,6.6.9,10,<120
Central Sub-Saharan Africa,60-64,No,M,Non-smoker,6.6.9,19,>=180
Central Sub-Saharan Africa,60-64,No,M,Non-smoker,6.6.9,15,160-179
Central Sub-Saharan Africa,60-64,No,M,Non-smoker,6.6.9,12,140-159
Central Sub-Saharan Africa,60-64,No,M,Non-smoker,6.6.9,9,120-139
Central Sub-Saharan Africa,60-64,No,M,Non-smoker,6.6.9,7,<120
Central Sub-Saharan Africa,55-59,No,M,Non-smoker,6.6.9,15,>=180
Central Sub-Saharan Africa,55-59,No,M,Non-smoker,6.6.9,12,160-179
Central Sub-Saharan Africa,55-59,No,M,Non-smoker,6.6.9,9,140-159
Central Sub-Saharan Africa,55-59,No,M,Non-smoker,6.6.9,7,120-139
Central Sub-Saharan Africa,55-59,No,M,Non-smoker,6.6.9,5,<120
Central Sub-Saharan Africa,50-54,No,M,Non-smoker,6.6.9,12,>=180
Central Sub-Saharan Africa,50-54,No,M,Non-smoker,6.6.9,9,160-179
Central Sub-Saharan Africa,50-54,No,M,Non-smoker,6.6.9,7,140-159
Central Sub-Saharan Africa,50-54,No,M,Non-smoker,6.6.9,5,120-139
Central Sub-Saharan Africa,50-54,No,M,Non-smoker,6.6.9,4,<120
Central Sub-Saharan Africa,45-49,No,M,Non-smoker,6.6.9,9,>=180
Central Sub-Saharan Africa,45-49,No,M,Non-smoker,6.6.9,7,160-179
Central Sub-Saharan Africa,45-49,No,M,Non-smoker,6.6.9,5,140-159
Central Sub-Saharan Africa,45-49,No,M,Non-smoker,6.6.9,4,120-139
Central Sub-Saharan Africa,45-49,No,M,Non-smoker,6.6.9,3,<120
Central Sub-Saharan Africa,40-44,No,M,Non-smoker,6.6.9,7,>=180
Central Sub-Saharan Africa,40-44,No,M,Non-smoker,6.6.9,5,160-179
Central Sub-Saharan Africa,40-44,No,M,Non-smoker,6.6.9,4,140-159
Central Sub-Saharan Africa,40-44,No,M,Non-smoker,6.6.9,3,120-139
Central Sub-Saharan Africa,40-44,No,M,Non-smoker,6.6.9,2,<120
Central Sub-Saharan Africa,70-74,Yes,M,Non-smoker,6.6.9,40,>=180
Central Sub-Saharan Africa,70-74,Yes,M,Non-smoker,6.6.9,33,160-179
Central Sub-Saharan Africa,70-74,Yes,M,Non-smoker,6.6.9,28,140-159
Central Sub-Saharan Africa,70-74,Yes,M,Non-smoker,6.6.9,23,120-139
Central Sub-Saharan Africa,70-74,Yes,M,Non-smoker,6.6.9,19,<120
Central Sub-Saharan Africa,65-69,Yes,M,Non-smoker,6.6.9,34,>=180
Central Sub-Saharan Africa,65-69,Yes,M,Non-smoker,6.6.9,28,160-179
Central Sub-Saharan Africa,65-69,Yes,M,Non-smoker,6.6.9,23,140-159
Central Sub-Saharan Africa,65-69,Yes,M,Non-smoker,6.6.9,19,120-139
Central Sub-Saharan Africa,65-69,Yes,M,Non-smoker,6.6.9,15,<120
Central Sub-Saharan Africa,60-64,Yes,M,Non-smoker,6.6.9,29,>=180
Central Sub-Saharan Africa,60-64,Yes,M,Non-smoker,6.6.9,24,160-179
Central Sub-Saharan Africa,60-64,Yes,M,Non-smoker,6.6.9,19,140-159
Central Sub-Saharan Africa,60-64,Yes,M,Non-smoker,6.6.9,15,120-139
Central Sub-Saharan Africa,60-64,Yes,M,Non-smoker,6.6.9,12,<120
Central Sub-Saharan Africa,55-59,Yes,M,Non-smoker,6.6.9,25,>=180
Central Sub-Saharan Africa,55-59,Yes,M,Non-smoker,6.6.9,20,160-179
Central Sub-Saharan Africa,55-59,Yes,M,Non-smoker,6.6.9,15,140-159
Central Sub-Saharan Africa,55-59,Yes,M,Non-smoker,6.6.9,12,120-139
Central Sub-Saharan Africa,55-59,Yes,M,Non-smoker,6.6.9,9,<120
Central Sub-Saharan Africa,50-54,Yes,M,Non-smoker,6.6.9,21,>=180
Central Sub-Saharan Africa,50-54,Yes,M,Non-smoker,6.6.9,16,160-179
Central Sub-Saharan Africa,50-54,Yes,M,Non-smoker,6.6.9,12,140-159
Central Sub-Saharan Africa,50-54,Yes,M,Non-smoker,6.6.9,9,120-139
Central Sub-Saharan Africa,50-54,Yes,M,Non-smoker,6.6.9,7,<120
Central Sub-Saharan Africa,45-49,Yes,M,Non-smoker,6.6.9,18,>=180
Central Sub-Saharan Africa,45-49,Yes,M,Non-smoker,6.6.9,13,160-179
Central Sub-Saharan Africa,45-49,Yes,M,Non-smoker,6.6.9,10,140-159
Central Sub-Saharan Africa,45-49,Yes,M,Non-smoker,6.6.9,7,120-139
Central Sub-Saharan Africa,45-49,Yes,M,Non-smoker,6.6.9,6,<120
Central Sub-Saharan Africa,40-44,Yes,M,Non-smoker,6.6.9,15,>=180
Central Sub-Saharan Africa,40-44,Yes,M,Non-smoker,6.6.9,11,160-179
Central Sub-Saharan Africa,40-44,Yes,M,Non-smoker,6.6.9,8,140-159
Central Sub-Saharan Africa,40-44,Yes,M,Non-smoker,6.6.9,6,120-139
Central Sub-Saharan Africa,40-44,Yes,M,Non-smoker,6.6.9,4,<120
Eastern Sub-Saharan Africa,70-74,No,M,Non-smoker,6.6.9,29,>=180
Eastern Sub-Saharan Africa,70-74,No,M,Non-smoker,6.6.9,24,160-179
